temperature,time,conectiondeviced,target
25.2,14,MXchip,Normale
25.29,14,MXchip,Normale
28.39,14,MXchip03,Normale
28.29,14,MXchip03,Normale
25.2,14,MXchip,Normale
25.39,14,MXchip,Normale
25.5,14,MXchip,Normale
28.39,14,MXchip03,Normale
28.29,14,MXchip03,Normale
25.39,14,MXchip,Normale
28.29,14,MXchip03,Normale
25.5,14,MXchip,Normale
25.6,14,MXchip,Normale
25.5,14,MXchip,Normale
28.39,14,MXchip03,Normale
25.7,14,MXchip,Normale
28.29,14,MXchip03,Normale
25.79,14,MXchip,Normale
28.39,14,MXchip03,Normale
28.29,14,MXchip03,Normale
25.6,14,MXchip,Normale
28.39,14,MXchip03,Normale
28.29,14,MXchip03,Normale
25.7,14,MXchip,Normale
25.6,14,MXchip,Normale
25.7,14,MXchip,Normale
28.39,14,MXchip03,Normale
28.29,14,MXchip03,Normale
25.6,14,MXchip,Normale
25.5,14,MXchip,Normale
28.39,14,MXchip03,Normale
28.29,14,MXchip03,Normale
25.6,14,MXchip,Normale
25.79,14,MXchip,Normale
25.7,14,MXchip,Normale
25.79,14,MXchip,Normale
25.7,14,MXchip,Normale
25.79,14,MXchip,Normale
28.39,14,MXchip03,Normale
25.89,14,MXchip,Normale
28.39,14,MXchip03,Normale
28.29,14,MXchip03,Normale
26.0,14,MXchip,Normale
25.89,14,MXchip,Normale
26.1,14,MXchip,Normale
26.2,14,MXchip,Normale
26.29,14,MXchip,Normale
28.5,14,MXchip03,Normale
28.39,14,MXchip03,Normale
26.2,14,MXchip,Normale
28.5,14,MXchip03,Normale
26.29,14,MXchip,Normale
26.2,14,MXchip,Normale
28.39,14,MXchip03,Normale
26.29,14,MXchip,Normale
28.29,14,MXchip03,Normale
26.2,14,MXchip,Normale
28.29,14,MXchip03,Normale
26.29,14,MXchip,Normale
28.39,14,MXchip03,Normale
26.39,14,MXchip,Normale
26.29,14,MXchip,Normale
26.39,14,MXchip,Normale
26.29,14,MXchip,Normale
26.2,14,MXchip,Normale
26.29,14,MXchip,Normale
28.2,14,MXchip03,Normale
26.2,14,MXchip,Normale
26.29,14,MXchip,Normale
26.2,14,MXchip,Normale
26.1,14,MXchip,Normale
28.39,14,MXchip03,Normale
26.2,14,MXchip,Normale
26.1,14,MXchip,Normale
26.0,14,MXchip,Normale
26.1,14,MXchip,Normale
28.2,14,MXchip03,Normale
28.29,14,MXchip03,Normale
28.39,14,MXchip03,Normale
26.0,14,MXchip,Normale
25.89,14,MXchip,Normale
28.29,14,MXchip03,Normale
26.0,14,MXchip,Normale
25.89,14,MXchip,Normale
26.0,14,MXchip,Normale
26.1,14,MXchip,Normale
26.0,14,MXchip,Normale
28.29,14,MXchip03,Normale
28.39,14,MXchip03,Normale
28.29,14,MXchip03,Normale
28.39,14,MXchip03,Normale
26.1,14,MXchip,Normale
26.2,14,MXchip,Normale
28.29,14,MXchip03,Normale
26.1,13,MXchip,Normale
26.0,13,MXchip,Normale
26.1,13,MXchip,Normale
26.0,13,MXchip,Normale
26.1,13,MXchip,Normale
28.2,13,MXchip03,Normale
28.29,13,MXchip03,Normale
26.0,13,MXchip,Normale
28.2,13,MXchip03,Normale
26.1,13,MXchip,Normale
28.29,13,MXchip03,Normale
26.0,13,MXchip,Normale
28.2,13,MXchip03,Normale
28.29,13,MXchip03,Normale
25.89,13,MXchip,Normale
26.0,13,MXchip,Normale
25.89,13,MXchip,Normale
28.2,13,MXchip03,Normale
28.29,13,MXchip03,Normale
26.0,13,MXchip,Normale
26.1,13,MXchip,Normale
26.0,13,MXchip,Normale
28.29,13,MXchip03,Normale
28.2,13,MXchip03,Normale
28.1,13,MXchip03,Normale
28.2,13,MXchip03,Normale
28.1,13,MXchip03,Normale
25.89,13,MXchip,Normale
26.0,13,MXchip,Normale
26.1,13,MXchip,Normale
26.0,13,MXchip,Normale
26.1,13,MXchip,Normale
28.2,13,MXchip03,Normale
26.0,13,MXchip,Normale
26.1,13,MXchip,Normale
26.0,13,MXchip,Normale
25.89,13,MXchip,Normale
28.2,13,MXchip03,Normale
26.0,13,MXchip,Normale
25.89,13,MXchip,Normale
28.1,13,MXchip03,Normale
26.0,13,MXchip,Normale
26.1,13,MXchip,Normale
26.0,13,MXchip,Normale
26.1,13,MXchip,Normale
28.1,13,MXchip03,Normale
26.0,13,MXchip,Normale
25.89,13,MXchip,Normale
28.2,13,MXchip03,Normale
28.1,13,MXchip03,Normale
26.0,13,MXchip,Normale
25.89,13,MXchip,Normale
26.0,13,MXchip,Normale
28.2,13,MXchip03,Normale
28.1,13,MXchip03,Normale
25.89,13,MXchip,Normale
28.2,13,MXchip03,Normale
26.0,13,MXchip,Normale
28.1,13,MXchip03,Normale
26.1,13,MXchip,Normale
28.2,13,MXchip03,Normale
26.0,13,MXchip,Normale
26.1,13,MXchip,Normale
28.1,13,MXchip03,Normale
26.0,13,MXchip,Normale
28.2,13,MXchip03,Normale
28.1,13,MXchip03,Normale
28.2,13,MXchip03,Normale
28.2,13,MXchip03,Normale
25.89,13,MXchip,Normale
26.0,13,MXchip,Normale
25.89,13,MXchip,Normale
26.0,13,MXchip,Normale
28.2,13,MXchip03,Normale
28.1,13,MXchip03,Normale
28.2,13,MXchip03,Normale
28.1,13,MXchip03,Normale
28.2,13,MXchip03,Normale
28.1,13,MXchip03,Normale
28.1,13,MXchip03,Normale
28.0,13,MXchip03,Normale
26.1,13,MXchip,Normale
26.2,13,MXchip,Normale
26.1,13,MXchip,Normale
26.0,13,MXchip,Normale
28.1,13,MXchip03,Normale
28.0,13,MXchip03,Normale
26.1,13,MXchip,Normale
26.2,13,MXchip,Normale
26.1,13,MXchip,Normale
28.1,13,MXchip03,Normale
26.2,13,MXchip,Normale
26.1,13,MXchip,Normale
26.2,13,MXchip,Normale
26.1,13,MXchip,Normale
28.1,13,MXchip03,Normale
26.2,13,MXchip,Normale
26.1,13,MXchip,Normale
28.2,13,MXchip03,Normale
26.2,13,MXchip,Normale
26.1,13,MXchip,Normale
26.2,13,MXchip,Normale
26.1,13,MXchip,Normale
26.2,13,MXchip,Normale
26.1,13,MXchip,Normale
26.2,13,MXchip,Normale
26.1,13,MXchip,Normale
26.2,13,MXchip,Normale
26.1,13,MXchip,Normale
26.2,13,MXchip,Normale
26.1,13,MXchip,Normale
28.2,13,MXchip03,Normale
26.0,13,MXchip,Normale
28.2,13,MXchip03,Normale
28.1,13,MXchip03,Normale
28.0,13,MXchip03,Normale
26.1,13,MXchip,Normale
26.2,13,MXchip,Normale
26.1,13,MXchip,Normale
26.2,13,MXchip,Normale
26.1,13,MXchip,Normale
26.2,13,MXchip,Normale
26.1,13,MXchip,Normale
26.2,13,MXchip,Normale
28.1,13,MXchip03,Normale
26.1,13,MXchip,Normale
28.0,13,MXchip03,Normale
26.2,13,MXchip,Normale
26.1,13,MXchip,Normale
26.2,13,MXchip,Normale
26.1,13,MXchip,Normale
28.0,13,MXchip03,Normale
28.1,13,MXchip03,Normale
26.2,13,MXchip,Normale
26.1,13,MXchip,Normale
26.2,13,MXchip,Normale
26.1,13,MXchip,Normale
26.2,13,MXchip,Normale
26.29,13,MXchip,Normale
26.2,13,MXchip,Normale
26.29,13,MXchip,Normale
28.0,13,MXchip03,Normale
28.1,13,MXchip03,Normale
26.2,13,MXchip,Normale
28.0,13,MXchip03,Normale
28.1,13,MXchip03,Normale
28.0,13,MXchip03,Normale
28.1,13,MXchip03,Normale
28.0,13,MXchip03,Normale
28.0,13,MXchip03,Normale
26.1,13,MXchip,Normale
28.1,13,MXchip03,Normale
26.2,13,MXchip,Normale
26.1,13,MXchip,Normale
26.2,13,MXchip,Normale
26.1,13,MXchip,Normale
28.1,13,MXchip03,Normale
26.2,13,MXchip,Normale
26.1,13,MXchip,Normale
26.2,13,MXchip,Normale
28.0,13,MXchip03,Normale
26.1,13,MXchip,Normale
27.89,13,MXchip03,Normale
28.0,13,MXchip03,Normale
28.0,13,MXchip03,Normale
26.2,13,MXchip,Normale
26.1,13,MXchip,Normale
26.2,13,MXchip,Normale
26.1,13,MXchip,Normale
26.2,13,MXchip,Normale
27.89,13,MXchip03,Normale
26.1,13,MXchip,Normale
27.79,13,MXchip03,Normale
27.89,13,MXchip03,Normale
27.79,13,MXchip03,Normale
27.89,13,MXchip03,Normale
27.79,13,MXchip03,Normale
26.2,13,MXchip,Normale
26.1,13,MXchip,Normale
27.79,13,MXchip03,Normale
26.2,13,MXchip,Normale
26.1,13,MXchip,Normale
26.2,13,MXchip,Normale
27.79,13,MXchip03,Normale
26.1,13,MXchip,Normale
26.0,13,MXchip,Normale
26.1,13,MXchip,Normale
27.7,13,MXchip03,Normale
27.79,13,MXchip03,Normale
27.7,13,MXchip03,Normale
27.79,13,MXchip03,Normale
26.2,13,MXchip,Normale
26.1,13,MXchip,Normale
27.7,13,MXchip03,Normale
27.79,13,MXchip03,Normale
26.2,13,MXchip,Normale
26.1,13,MXchip,Normale
27.7,13,MXchip03,Normale
27.79,13,MXchip03,Normale
27.7,13,MXchip03,Normale
27.79,13,MXchip03,Normale
27.7,13,MXchip03,Normale
27.79,13,MXchip03,Normale
26.2,13,MXchip,Normale
27.7,13,MXchip03,Normale
27.7,13,MXchip03,Normale
27.79,13,MXchip03,Normale
26.29,13,MXchip,Normale
26.39,13,MXchip,Normale
26.5,13,MXchip,Normale
27.7,13,MXchip03,Normale
27.79,13,MXchip03,Normale
26.39,13,MXchip,Normale
26.29,13,MXchip,Normale
26.39,13,MXchip,Normale
26.29,13,MXchip,Normale
26.39,13,MXchip,Normale
26.29,13,MXchip,Normale
26.39,13,MXchip,Normale
26.29,13,MXchip,Normale
26.39,13,MXchip,Normale
26.29,13,MXchip,Normale
26.39,13,MXchip,Normale
27.7,13,MXchip03,Normale
27.79,13,MXchip03,Normale
27.7,13,MXchip03,Normale
27.79,13,MXchip03,Normale
27.7,13,MXchip03,Normale
27.79,13,MXchip03,Normale
26.29,13,MXchip,Normale
26.2,13,MXchip,Normale
27.79,13,MXchip03,Normale
27.7,13,MXchip03,Normale
26.29,13,MXchip,Normale
27.7,13,MXchip03,Normale
26.2,13,MXchip,Normale
27.79,13,MXchip03,Normale
26.1,13,MXchip,Normale
27.7,13,MXchip03,Normale
27.7,13,MXchip03,Normale
27.79,13,MXchip03,Normale
26.2,13,MXchip,Normale
27.7,13,MXchip03,Normale
26.29,13,MXchip,Normale
26.2,13,MXchip,Normale
26.29,13,MXchip,Normale
26.2,13,MXchip,Normale
26.1,13,MXchip,Normale
26.2,13,MXchip,Normale
26.1,13,MXchip,Normale
26.2,13,MXchip,Normale
27.7,13,MXchip03,Normale
26.1,13,MXchip,Normale
26.2,13,MXchip,Normale
27.79,13,MXchip03,Normale
26.1,13,MXchip,Normale
27.7,13,MXchip03,Normale
26.2,13,MXchip,Normale
27.79,13,MXchip03,Normale
26.1,13,MXchip,Normale
26.2,13,MXchip,Normale
26.1,13,MXchip,Normale
26.0,13,MXchip,Normale
26.1,13,MXchip,Normale
26.2,13,MXchip,Normale
26.1,13,MXchip,Normale
26.0,13,MXchip,Normale
25.89,13,MXchip,Normale
27.7,13,MXchip03,Normale
25.79,13,MXchip,Normale
27.79,13,MXchip03,Normale
25.89,13,MXchip,Normale
25.7,13,MXchip,Normale
25.79,13,MXchip,Normale
25.89,13,MXchip,Normale
25.79,13,MXchip,Normale
25.7,12,MXchip,Normale
25.79,12,MXchip,Normale
25.7,12,MXchip,Normale
25.6,12,MXchip,Normale
25.5,12,MXchip,Normale
25.6,12,MXchip,Normale
25.7,12,MXchip,Normale
25.79,12,MXchip,Normale
25.7,12,MXchip,Normale
25.79,12,MXchip,Normale
25.7,12,MXchip,Normale
25.79,12,MXchip,Normale
25.7,12,MXchip,Normale
25.6,12,MXchip,Normale
25.7,12,MXchip,Normale
25.6,12,MXchip,Normale
25.5,12,MXchip,Normale
25.6,12,MXchip,Normale
27.7,12,MXchip03,Normale
27.6,12,MXchip03,Normale
25.7,12,MXchip,Normale
25.79,12,MXchip,Normale
25.7,12,MXchip,Normale
25.6,12,MXchip,Normale
25.7,12,MXchip,Normale
25.6,12,MXchip,Normale
25.7,12,MXchip,Normale
27.7,12,MXchip03,Normale
25.5,12,MXchip,Normale
25.39,12,MXchip,Normale
25.5,12,MXchip,Normale
25.39,12,MXchip,Normale
25.29,12,MXchip,Normale
25.39,12,MXchip,Normale
25.5,12,MXchip,Normale
25.39,12,MXchip,Normale
27.7,12,MXchip03,Normale
27.6,12,MXchip03,Normale
25.5,12,MXchip,Normale
25.6,12,MXchip,Normale
25.5,12,MXchip,Normale
27.6,12,MXchip03,Normale
25.6,12,MXchip,Normale
25.7,12,MXchip,Normale
25.6,12,MXchip,Normale
25.7,12,MXchip,Normale
25.6,12,MXchip,Normale
25.7,12,MXchip,Normale
25.6,12,MXchip,Normale
25.7,12,MXchip,Normale
25.6,12,MXchip,Normale
27.79,12,MXchip03,Normale
25.7,12,MXchip,Normale
25.6,12,MXchip,Normale
25.5,12,MXchip,Normale
25.6,12,MXchip,Normale
25.5,12,MXchip,Normale
25.39,12,MXchip,Normale
25.5,12,MXchip,Normale
25.39,12,MXchip,Normale
25.6,12,MXchip,Normale
25.5,12,MXchip,Normale
25.6,12,MXchip,Normale
25.7,12,MXchip,Normale
25.6,12,MXchip,Normale
25.5,12,MXchip,Normale
25.6,12,MXchip,Normale
25.5,12,MXchip,Normale
27.7,12,MXchip03,Normale
25.39,12,MXchip,Normale
25.5,12,MXchip,Normale
25.6,12,MXchip,Normale
25.5,12,MXchip,Normale
27.6,12,MXchip03,Normale
25.6,12,MXchip,Normale
25.7,12,MXchip,Normale
27.6,12,MXchip03,Normale
27.7,12,MXchip03,Normale
25.79,12,MXchip,Normale
27.6,12,MXchip03,Normale
25.89,12,MXchip,Normale
25.79,12,MXchip,Normale
27.6,12,MXchip03,Normale
27.7,12,MXchip03,Normale
27.6,12,MXchip03,Normale
25.89,12,MXchip,Normale
27.7,12,MXchip03,Normale
25.79,12,MXchip,Normale
25.89,12,MXchip,Normale
25.79,12,MXchip,Normale
25.89,12,MXchip,Normale
25.79,12,MXchip,Normale
25.89,12,MXchip,Normale
27.7,12,MXchip03,Normale
25.79,12,MXchip,Normale
27.6,12,MXchip03,Normale
25.89,12,MXchip,Normale
25.79,12,MXchip,Normale
27.6,12,MXchip03,Normale
25.89,12,MXchip,Normale
25.79,12,MXchip,Normale
25.89,12,MXchip,Normale
27.7,12,MXchip03,Normale
27.7,12,MXchip03,Normale
25.79,12,MXchip,Normale
25.7,12,MXchip,Normale
27.6,12,MXchip03,Normale
25.79,12,MXchip,Normale
27.7,12,MXchip03,Normale
25.7,12,MXchip,Normale
27.7,12,MXchip03,Normale
25.6,12,MXchip,Normale
27.6,12,MXchip03,Normale
25.7,12,MXchip,Normale
25.6,12,MXchip,Normale
27.6,12,MXchip03,Normale
25.7,12,MXchip,Normale
25.6,12,MXchip,Normale
27.7,12,MXchip03,Normale
25.79,12,MXchip,Normale
27.6,12,MXchip03,Normale
27.7,12,MXchip03,Normale
25.7,12,MXchip,Normale
25.79,12,MXchip,Normale
25.7,12,MXchip,Normale
25.79,12,MXchip,Normale
25.7,12,MXchip,Normale
25.79,12,MXchip,Normale
25.7,12,MXchip,Normale
25.79,12,MXchip,Normale
25.7,12,MXchip,Normale
25.79,12,MXchip,Normale
25.7,12,MXchip,Normale
27.6,12,MXchip03,Normale
25.79,12,MXchip,Normale
27.7,12,MXchip03,Normale
25.7,12,MXchip,Normale
25.6,12,MXchip,Normale
25.79,12,MXchip,Normale
25.7,12,MXchip,Normale
25.79,12,MXchip,Normale
25.7,12,MXchip,Normale
27.6,12,MXchip03,Normale
27.7,12,MXchip03,Normale
27.7,12,MXchip03,Normale
25.79,12,MXchip,Normale
25.89,12,MXchip,Normale
25.79,12,MXchip,Normale
25.89,12,MXchip,Normale
25.79,12,MXchip,Normale
25.89,12,MXchip,Normale
27.6,12,MXchip03,Normale
25.79,12,MXchip,Normale
25.89,12,MXchip,Normale
27.6,12,MXchip03,Normale
25.79,12,MXchip,Normale
25.89,12,MXchip,Normale
27.7,12,MXchip03,Normale
25.79,12,MXchip,Normale
25.89,12,MXchip,Normale
25.79,12,MXchip,Normale
25.7,12,MXchip,Normale
25.6,12,MXchip,Normale
25.7,12,MXchip,Normale
25.79,12,MXchip,Normale
25.89,12,MXchip,Normale
27.7,12,MXchip03,Normale
25.79,12,MXchip,Normale
25.7,12,MXchip,Normale
25.79,12,MXchip,Normale
25.89,12,MXchip,Normale
26.0,12,MXchip,Normale
27.6,12,MXchip03,Normale
25.89,12,MXchip,Normale
27.7,12,MXchip03,Normale
25.79,12,MXchip,Normale
25.89,12,MXchip,Normale
26.0,12,MXchip,Normale
26.1,12,MXchip,Normale
27.6,12,MXchip03,Normale
27.6,12,MXchip03,Normale
26.2,12,MXchip,Normale
26.29,12,MXchip,Normale
26.2,12,MXchip,Normale
26.1,12,MXchip,Normale
26.0,12,MXchip,Normale
25.89,12,MXchip,Normale
26.0,12,MXchip,Normale
27.7,12,MXchip03,Normale
26.1,12,MXchip,Normale
27.6,12,MXchip03,Normale
26.0,12,MXchip,Normale
26.1,12,MXchip,Normale
26.0,12,MXchip,Normale
26.1,12,MXchip,Normale
26.0,12,MXchip,Normale
26.1,12,MXchip,Normale
26.0,12,MXchip,Normale
26.1,12,MXchip,Normale
26.0,12,MXchip,Normale
26.1,12,MXchip,Normale
26.0,12,MXchip,Normale
26.1,12,MXchip,Normale
26.0,12,MXchip,Normale
27.7,12,MXchip03,Normale
26.1,12,MXchip,Normale
26.0,12,MXchip,Normale
26.1,12,MXchip,Normale
26.2,12,MXchip,Normale
26.1,12,MXchip,Normale
26.0,12,MXchip,Normale
27.7,12,MXchip03,Normale
27.6,12,MXchip03,Normale
26.1,12,MXchip,Normale
26.2,12,MXchip,Normale
26.1,12,MXchip,Normale
26.2,12,MXchip,Normale
26.1,12,MXchip,Normale
26.2,12,MXchip,Normale
26.1,12,MXchip,Normale
26.2,12,MXchip,Normale
26.1,12,MXchip,Normale
26.2,12,MXchip,Normale
26.29,12,MXchip,Normale
26.39,12,MXchip,Normale
27.7,12,MXchip03,Normale
26.29,12,MXchip,Normale
27.6,12,MXchip03,Normale
26.2,12,MXchip,Normale
26.29,12,MXchip,Normale
27.7,12,MXchip03,Normale
26.2,12,MXchip,Normale
26.29,12,MXchip,Normale
26.2,12,MXchip,Normale
27.7,12,MXchip03,Normale
27.6,12,MXchip03,Normale
26.1,12,MXchip,Normale
26.2,12,MXchip,Normale
26.29,12,MXchip,Normale
26.2,12,MXchip,Normale
26.29,12,MXchip,Normale
26.2,12,MXchip,Normale
26.29,12,MXchip,Normale
26.2,12,MXchip,Normale
26.1,12,MXchip,Normale
26.0,12,MXchip,Normale
26.1,12,MXchip,Normale
26.2,12,MXchip,Normale
26.29,12,MXchip,Normale
26.2,12,MXchip,Normale
26.1,12,MXchip,Normale
26.2,12,MXchip,Normale
26.29,12,MXchip,Normale
26.2,12,MXchip,Normale
26.1,12,MXchip,Normale
26.2,12,MXchip,Normale
26.1,12,MXchip,Normale
26.2,12,MXchip,Normale
26.1,12,MXchip,Normale
26.2,12,MXchip,Normale
27.6,12,MXchip03,Normale
26.1,12,MXchip,Normale
26.2,12,MXchip,Normale
27.7,12,MXchip03,Normale
26.1,12,MXchip,Normale
27.6,12,MXchip03,Normale
26.0,12,MXchip,Normale
26.1,12,MXchip,Normale
26.0,12,MXchip,Normale
27.6,12,MXchip03,Normale
26.1,12,MXchip,Normale
27.7,12,MXchip03,Normale
26.0,12,MXchip,Normale
26.1,12,MXchip,Normale
27.6,11,MXchip03,Normale
26.0,11,MXchip,Normale
25.89,11,MXchip,Normale
26.1,11,MXchip,Normale
26.0,11,MXchip,Normale
26.1,11,MXchip,Normale
26.0,11,MXchip,Normale
26.1,11,MXchip,Normale
27.6,11,MXchip03,Normale
27.7,11,MXchip03,Normale
26.0,11,MXchip,Normale
25.89,11,MXchip,Normale
25.79,11,MXchip,Normale
27.6,11,MXchip03,Normale
27.5,11,MXchip03,Normale
25.89,11,MXchip,Normale
26.0,11,MXchip,Normale
25.89,11,MXchip,Normale
26.0,11,MXchip,Normale
25.89,11,MXchip,Normale
26.0,11,MXchip,Normale
25.89,11,MXchip,Normale
26.0,11,MXchip,Normale
25.89,11,MXchip,Normale
26.0,11,MXchip,Normale
25.89,11,MXchip,Normale
26.0,11,MXchip,Normale
25.89,11,MXchip,Normale
26.0,11,MXchip,Normale
27.6,11,MXchip03,Normale
26.1,11,MXchip,Normale
26.0,11,MXchip,Normale
26.1,11,MXchip,Normale
27.6,11,MXchip03,Normale
26.0,11,MXchip,Normale
26.1,11,MXchip,Normale
27.6,11,MXchip03,Normale
27.5,11,MXchip03,Normale
26.0,11,MXchip,Normale
25.89,11,MXchip,Normale
26.0,11,MXchip,Normale
25.89,11,MXchip,Normale
26.0,11,MXchip,Normale
27.6,11,MXchip03,Normale
26.1,11,MXchip,Normale
26.0,11,MXchip,Normale
26.1,11,MXchip,Normale
26.0,11,MXchip,Normale
26.1,11,MXchip,Normale
27.7,11,MXchip03,Normale
26.0,11,MXchip,Normale
25.89,11,MXchip,Normale
26.0,11,MXchip,Normale
27.6,11,MXchip03,Normale
26.1,11,MXchip,Normale
27.5,11,MXchip03,Normale
26.0,11,MXchip,Normale
26.1,11,MXchip,Normale
26.0,11,MXchip,Normale
25.89,11,MXchip,Normale
26.0,11,MXchip,Normale
25.89,11,MXchip,Normale
26.0,11,MXchip,Normale
26.1,11,MXchip,Normale
26.0,11,MXchip,Normale
26.1,11,MXchip,Normale
26.0,11,MXchip,Normale
26.1,11,MXchip,Normale
26.0,11,MXchip,Normale
26.1,11,MXchip,Normale
26.0,11,MXchip,Normale
26.1,11,MXchip,Normale
26.0,11,MXchip,Normale
25.89,11,MXchip,Normale
26.0,11,MXchip,Normale
25.89,11,MXchip,Normale
26.0,11,MXchip,Normale
26.1,11,MXchip,Normale
26.0,11,MXchip,Normale
25.89,11,MXchip,Normale
26.1,11,MXchip,Normale
26.0,11,MXchip,Normale
26.1,11,MXchip,Normale
26.0,11,MXchip,Normale
26.1,11,MXchip,Normale
26.0,11,MXchip,Normale
26.1,11,MXchip,Normale
26.0,11,MXchip,Normale
26.1,11,MXchip,Normale
26.0,11,MXchip,Normale
27.5,11,MXchip03,Normale
26.1,11,MXchip,Normale
26.0,11,MXchip,Normale
27.5,11,MXchip03,Normale
26.1,11,MXchip,Normale
27.5,11,MXchip03,Normale
26.0,11,MXchip,Normale
27.6,11,MXchip03,Normale
27.5,11,MXchip03,Normale
27.6,11,MXchip03,Normale
26.1,11,MXchip,Normale
26.2,11,MXchip,Normale
26.1,11,MXchip,Normale
26.2,11,MXchip,Normale
27.6,11,MXchip03,Normale
26.1,11,MXchip,Normale
27.5,11,MXchip03,Normale
26.0,11,MXchip,Normale
27.6,11,MXchip03,Normale
25.89,11,MXchip,Normale
26.0,11,MXchip,Normale
27.5,11,MXchip03,Normale
27.6,11,MXchip03,Normale
25.89,11,MXchip,Normale
27.5,11,MXchip03,Normale
25.79,11,MXchip,Normale
27.6,11,MXchip03,Normale
25.89,11,MXchip,Normale
25.79,11,MXchip,Normale
27.5,11,MXchip03,Normale
27.6,11,MXchip03,Normale
25.89,11,MXchip,Normale
26.0,11,MXchip,Normale
25.89,11,MXchip,Normale
27.5,11,MXchip03,Normale
25.79,11,MXchip,Normale
27.6,11,MXchip03,Normale
25.89,11,MXchip,Normale
26.0,11,MXchip,Normale
27.6,11,MXchip03,Normale
27.5,11,MXchip03,Normale
25.89,11,MXchip,Normale
27.6,11,MXchip03,Normale
27.6,11,MXchip03,Normale
26.0,11,MXchip,Normale
27.5,11,MXchip03,Normale
25.89,11,MXchip,Normale
26.0,11,MXchip,Normale
25.89,11,MXchip,Normale
25.79,11,MXchip,Normale
25.89,11,MXchip,Normale
27.6,11,MXchip03,Normale
27.5,11,MXchip03,Normale
27.6,11,MXchip03,Normale
27.5,11,MXchip03,Normale
27.5,11,MXchip03,Normale
25.79,11,MXchip,Normale
25.89,11,MXchip,Normale
25.79,11,MXchip,Normale
27.6,11,MXchip03,Normale
25.89,11,MXchip,Normale
27.5,11,MXchip03,Normale
27.6,11,MXchip03,Normale
27.5,11,MXchip03,Normale
27.5,11,MXchip03,Normale
25.79,11,MXchip,Normale
25.89,11,MXchip,Normale
27.6,11,MXchip03,Normale
27.5,11,MXchip03,Normale
25.79,11,MXchip,Normale
25.7,11,MXchip,Normale
27.5,11,MXchip03,Normale
25.6,11,MXchip,Normale
27.6,11,MXchip03,Normale
27.5,11,MXchip03,Normale
27.5,11,MXchip03,Normale
25.7,11,MXchip,Normale
25.79,11,MXchip,Normale
27.6,11,MXchip03,Normale
25.89,11,MXchip,Normale
25.79,11,MXchip,Normale
25.89,11,MXchip,Normale
27.6,11,MXchip03,Normale
26.0,11,MXchip,Normale
27.5,11,MXchip03,Normale
25.89,11,MXchip,Normale
27.6,11,MXchip03,Normale
26.0,11,MXchip,Normale
25.89,11,MXchip,Normale
27.6,11,MXchip03,Normale
26.0,11,MXchip,Normale
25.89,11,MXchip,Normale
27.5,11,MXchip03,Normale
27.6,11,MXchip03,Normale
26.0,11,MXchip,Normale
27.6,11,MXchip03,Normale
25.89,11,MXchip,Normale
26.0,11,MXchip,Normale
27.6,11,MXchip03,Normale
27.5,11,MXchip03,Normale
25.89,11,MXchip,Normale
26.0,11,MXchip,Normale
25.89,11,MXchip,Normale
26.0,11,MXchip,Normale
27.6,11,MXchip03,Normale
26.1,11,MXchip,Normale
27.5,11,MXchip03,Normale
26.0,11,MXchip,Normale
27.6,11,MXchip03,Normale
26.1,11,MXchip,Normale
27.5,11,MXchip03,Normale
26.0,11,MXchip,Normale
27.6,11,MXchip03,Normale
27.5,11,MXchip03,Normale
27.6,11,MXchip03,Normale
26.1,11,MXchip,Normale
26.0,11,MXchip,Normale
26.1,11,MXchip,Normale
26.0,11,MXchip,Normale
25.89,11,MXchip,Normale
26.0,11,MXchip,Normale
26.1,11,MXchip,Normale
26.0,11,MXchip,Normale
26.1,11,MXchip,Normale
26.0,11,MXchip,Normale
27.5,11,MXchip03,Normale
27.6,11,MXchip03,Normale
26.1,11,MXchip,Normale
27.6,11,MXchip03,Normale
27.5,11,MXchip03,Normale
27.6,11,MXchip03,Normale
26.0,11,MXchip,Normale
25.89,11,MXchip,Normale
26.0,11,MXchip,Normale
25.89,11,MXchip,Normale
26.0,11,MXchip,Normale
25.79,11,MXchip,Normale
27.5,11,MXchip03,Normale
25.89,11,MXchip,Normale
27.6,11,MXchip03,Normale
26.0,11,MXchip,Normale
25.89,11,MXchip,Normale
26.0,11,MXchip,Normale
25.89,11,MXchip,Normale
26.0,11,MXchip,Normale
25.89,11,MXchip,Normale
26.0,11,MXchip,Normale
25.89,11,MXchip,Normale
26.0,11,MXchip,Normale
25.89,11,MXchip,Normale
26.0,11,MXchip,Normale
25.89,11,MXchip,Normale
26.0,11,MXchip,Normale
25.89,11,MXchip,Normale
25.79,11,MXchip,Normale
25.89,11,MXchip,Normale
27.5,11,MXchip03,Normale
27.39,11,MXchip03,Normale
26.0,11,MXchip,Normale
26.1,11,MXchip,Normale
26.0,11,MXchip,Normale
26.1,11,MXchip,Normale
26.0,11,MXchip,Normale
25.89,11,MXchip,Normale
26.0,11,MXchip,Normale
25.89,11,MXchip,Normale
26.0,11,MXchip,Normale
25.89,11,MXchip,Normale
26.0,11,MXchip,Normale
25.89,11,MXchip,Normale
27.39,11,MXchip03,Normale
26.0,11,MXchip,Normale
25.89,11,MXchip,Normale
27.5,11,MXchip03,Normale
26.0,11,MXchip,Normale
25.89,11,MXchip,Normale
27.5,11,MXchip03,Normale
27.39,11,MXchip03,Normale
26.0,11,MXchip,Normale
